"Name","Value","Comment"
"S_HighNotesMsg2","हाइलाइट और नोट के लिए चयनित टेक्स्ट ओवरलैप नहीं हो सकता है।","Selected text for Highlight and Note cannot overlap."
"S_HighNotesMsg3","हाइलाइट करने के लिए न्यूनतम 1 वर्ण का चयन किया जाना चाहिए।","Minimum 1 character must be selected for highlight."
"S_HighNotesMsg4","हाइलाइट के लिए अधिकतम 4000 वर्णों का चयन किया जा सकता है।","Maximum 4000 characters can be selected for highlight."
"S_HighNotesMsg5","खोज फलक खुला होने पर नोट जोड़ा नहीं जा सकता है।","Note cannot be added while search pane is open."
"S_HighNotesMsg6","नोट और हाइलाइट के लिए चयनित टेक्स्ट ओवरलैप नहीं हो सकता है।","Selected text for Note and Highlight cannot overlap."
"S_HighNotesMsg7","नोट जोड़ने के लिए न्यूनतम 1 वर्ण का चयन किया जाना चाहिए।","Minimum 1 character must be selected for adding note."
"S_HighNotesMsg8","नोट जोड़ने के लिए अधिकतम 4000 वर्णों का चयन किया जा सकता है।","Maximum 4000 characters can be selected for adding note."
"S_HighNotesMsg9","नोट टेक्स्ट खाली नहीं हो सकता है।","Note text cannot be empty."
"S_InterstitialAds","अंतरालीय विज्ञापन","Interstitial Ads"
"S_InvalidUrl","अमान्य URL","Invalid URL"
"S_Language.Text","भाषा : ","Language : "
"S_LastRead.Text","अंतिम पढ़ा : ","Last read : "
"S_LibConstAllBooks","सभी पुस्तकें","All Books"
"S_LibConstCompleted","पूरा पढ़ा हुआ","Completed"
"S_LibConstDownloads","डाउनलोड","Downloads"
"S_LibConstFav","पसंदीदा","Favourites"
"S_LibConstNotStarted","प्रारंभ नहीं किया गया","Not Started"
"S_LibConstReading","पढ़ रहे हैं","Reading"
"S_LineCount.Text","पंक्ति संख्या : ","Line count : "
"S_matchesFound","{0} मेल मिले हैं","{0} matches found"
"S_MoreFonts","अधिक फ़ॉन्ट प्राप्त करें!!","Get more fonts!!"
"S_No","नहीं","No"
"S_None","(कोई नहीं)","(None)"
"S_NotSupported","समर्थित नहीं है","Not supported"
"S_NotSupported_Msg",".epub के अलावा अन्य फ़ाइलों का डाउनलोड समर्थित नहीं है","Download of files other than .epub is not supported"
"S_OnlineBook_CompleteAdded","पूर्ण | पुस्तकालय में जोड़ा गया","Completed | Added to library"
"S_OnlineBook_CompleteExists","पूर्ण | पहले से मौजूद है","Completed | Already exists"
"S_OnlineBook_CompleteFailAdd","पूर्ण | पुस्तकालय में जोड़ने में विफल","Completed | Failed to add to library"
"S_PercentageRead.Text","प्रतिशत पढ़ा : ","Percentage read : "
"S_Pin","पिन करें","Pin"
"S_Prem_Msg1","क्षमा करें! ऐसा लगता है कि आप पहले से ही इसके स्वामी हैं, हमने इसे सही ढंग से दर्शाने के लिए अपने रिकॉर्ड अपडेट कर दिए हैं।","Apologies! Looks like you already own this, we have updated our records to reflect this correctly."
"S_Prem_Msg2","बधाई! खरीदारी सफल रही।","Congrats! The purchase was successful."
"S_Prem_Msg3","क्षमा करें! ऐसा लगता है कि लेन-देन रद्द कर दिया गया था, कृपया पुनः प्रयास करें।","Sorry! Looks like the transaction was canceled, plz try again."
"S_Prem_Msg4","क्षमा करें! ऐसा लगता है कि नेटवर्क समस्याओं के कारण खरीदारी विफल हो गई, कृपया पुनः प्रयास करें।","Sorry! Looks like the purchase failed due to network issues, plz try again."
"S_Prem_Msg5","क्षमा करें! ऐसा लगता है कि सर्वर की किसी त्रुटि के कारण खरीदारी विफल हो गई, कृपया पुन: प्रयास करें।","Sorry! Looks like the purchase failed due to some server error, plz try again."
"S_Prem_Msg6","क्षमा करें! खरीदारी के दौरान कुछ गलत हो गया था, कृपया पुन: प्रयास करें।","Sorry! Something went wrong during the purchase, plz try again."
"S_PremAnnual","प्रीमियम [सालाना]","Premium [Annual]"
"S_PremFree","नि:शुल्क","Free"
"S_PremiumBooksCount","ऐप का निःशुल्क संस्करण एक समय में लाइब्रेरी में केवल {0} पुस्तकों का समर्थन करता है।
अधिक जोड़ने के लिए, कृपया Aquile Reader Premium में अपग्रेड करें।","Free version of the app supports only {0} books in the library at a time.
To add more, please upgrade to Aquile Reader Premium."
"S_PremiumCollection","ऐप का निःशुल्क संस्करण कुल {0} संग्रह आइटम का समर्थन करता है।
अधिक बनाने के लिए, कृपया Aquile Reader Premium में अपग्रेड करें।","Free version of the app supports total of {0} collections items.
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumColorThemes","ऐप का निःशुल्क संस्करण केवल {0} कस्टम थीम का समर्थन करता है।
अधिक बनाने के लिए, कृपया Aquile Reader Premium में अपग्रेड करें।","Free version of the app supports only {0} custom themes.
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumFonts","प्रीमियम में अपग्रेड करें और सिस्टम पर स्थापित सभी फ़ॉन्ट्स तक पहुंच प्राप्त करें।","Upgrade to Premium and get access to all fonts installed on the system."
"S_PremiumPin","ऐप का निःशुल्क संस्करण एक समय में केवल {0} स्टार्ट स्क्रीन पर पिन की गई पुस्तकों का समर्थन करता है।
अधिक जोड़ने के लिए, कृपया Aquile Reader Premium में अपग्रेड करें।","Free version of the app supports only {0} books pinned to start screen at a time.
To add more, please upgrade to Aquile Reader Premium."
"S_PremiumRAHighlight","कस्टम रीड अलाउड हाइलाइट रंग केवल एक्वील रीडर प्रीमियम में उपलब्ध हैं।
प्रीमियम में अपग्रेड करें और सभी सुविधाओं का आनंद लें।","Custom ReadAloud highlight colors are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremiumSyncFolders","ऐप का निःशुल्क संस्करण केवल {0} सिंक फ़ोल्डर का समर्थन करता है।
अधिक बनाने के लिए, कृपया Aquile Reader Premium में अपग्रेड करें।","Free version of the app supports only {0} sync folder(s).
To create more, please upgrade to Aquile Reader Premium."
"S_PremiumThemes","कस्टम पेज थीम केवल एक्वील रीडर प्रीमियम में उपलब्ध हैं।
प्रीमियम में अपग्रेड करें और सभी सुविधाओं का आनंद लें।","Custom Page Themes are only available in Aquile Reader Premium.
Upgrade to Premium and enjoy all the features."
"S_PremLife","प्रीमियम [लाइफटाइम]","Premium [Lifetime]"
"S_PremOff1","25% छूट","25% off"
"S_PremOff2","30% छूट","30% off"
"S_PremQuarterly","प्रीमियम [त्रैमासिक]","Premium [Quarterly]"
"S_PremTrial","प्रीमियम [ट्रायल]","Premium [Trial]"
"S_PremUpg","प्रीमियम अपग्रेड","Premium upgrade"
"S_Publisher.Text","प्रकाशक : ","Publisher : "
"S_ReadAloud_Err1","टेक्स्ट-टू-स्पीच कॉन्फ़िगरेशन त्रुटि","Text-to-Speech configuration error"
"S_ReadAloud_ErrMsg1","इस डिवाइस पर टेक्स्ट-टू-स्पीच सही तरीके से कॉन्फ़िगर नहीं किया गया है, कृपया इसे सही तरीके से कॉन्फ़िगर करने के लिए 'कैसे ठीक करें' लिंक का पालन करें। यदि समस्या बनी रहती है, तो समर्थन से संपर्क करें।","Text-to-Speech is not configured correctly on this device, please follow the 'How to fix' link to configure it correctly. If the issue persists, contact support."
"S_ReadAloud_ErrMsg1_btn","कैसे ठीक करें","How to fix"
"S_ReadAloudMsg1","रीड अलाउड मोड में चैप्टर बदलने की अनुमति नहीं है।","Chapter change is not allowed in ReadAloud mode."
"S_ReadAloudMsg2","अपठनीय वर्ण पाए गए। स्किपिंग।","Unreadable characters detected. Skipping."
"S_ReadAloudMsg3","अगला अध्याय।","Next chapter."
"S_ReadAloudMsg4","पढ़ते समय अनपेक्षित त्रुटि आई है","Unexpected error occurred while reading."
"S_Restore","पुनर्स्थापित करें","Restore"
"S_RmSyncFolderMsg1","{0} पुस्तक निकाली गईं।","{0} book(s) removed."
"S_Save","सहेजें","Save"
"S_SelectBackupFile","बैकअप फ़ाइल का चयन करें","Select backup file"
"S_SelectFolder","फोल्डर का चयन करें","Select folder"
"S_Series.Text","शृंखला : ","Series : "
"S_ShareCollection","संग्रह साझा करें","Share collections"
"S_SomethingWentWrong","कुछ गलत हो गया है।","Something went wrong!"
"S_Sync_Now","अभी सिंक करें","Sync now"
"S_Sync_syncing","सिंक हो रहा है...","Syncing ..."
"S_SyncFolder","फ़ोल्डर सिंक करें","Sync Folder"
"S_TextCopied","चयनित टेक्स्ट को क्लिपबोर्ड पर कॉपी कर दिया गया है।","Selected text copied to clipboard."
"S_TOCMsg1","विषय सूची अभी भी लोड हो रही है...","Table of Contents is still loading..."
"S_Understand","मैं समझता हूँ","I understand"
"S_UnPin","अन-पिन करें","Un-Pin"
"S_Update","अपडेट करें","Update"
"S_UpdateFolder","फोल्डर को अपडेट करें","Update folder"
"S_UrlNotExist","Url मौजूद नहीं है!","Url does not exist!"
"S_WordCount.Text","शब्द गणना : ","Word count : "
"S_WrongMsg1","क्षमा करें, लेकिन ऐसा लगता है कि कुछ गलत हो गया है।
फ़ाइल को फिर से खोलने का प्रयास करें। यदि समस्या बनी रहती है तो कृपया समर्थन से संपर्क करें।","Sorry, but looks like something just went wrong.
Try opening the file again. If the problem persists please contact support."
"S_Yes","हाँ","Yes"
"T_About_copyright.Text","© Optimilia Studios. सर्वाधिकार सुरक्षित।","© Optimilia Studios. All Rights Reserved."
"T_AddBook.Text","प्रारंभ करने के लिए एक पुस्तक डालें","Add a book to get started"
"T_AddFolderMsg1.Text","स्कैन कर के पुस्तकें जोड़ रहे हैं","Scanning and adding books"
"T_AddFolderRes1.Text","नई पुस्तकें जोड़ी गई : ","New books added : "
"T_AddFolderRes2.Text","पहले से मौजूद पुस्तकें : ","Already existing books : "
"T_AddFolderRes3.Text","पुस्तकें जोड़ने में विफल : ","Failed to add books : "
"T_AddSite.Text","साइट जोड़ें","Add site"
"T_AddTheme.Text","थीम जोड़ें","Add theme"
"T_AquilePremium.Text","Aquile Reader प्रीमियम","Aquile Reader Premium"
"T_Backup_Beta.Text","बीटा","Beta"
"T_Backup_Bkp.Text","चयनित कॉन्फ़िगरेशन के साथ एक बैकअप प्रतिलिपि बनाएँ।","Create a backup copy with the selected configurations."
"T_Backup_Heading.Text","बैकअप और पुनर्स्थापना","Backup & Restore"
"T_Backup_Restore.Text","बैकअप फ़ाइल से चयनित कॉन्फ़िगरेशन पुनर्स्थापित करें।
नोट: यह वर्तमान कॉन्फ़िगरेशन को ओवरराइड करेगा, उदाहरण के लिए नए नोट्स, हाइलाइट आदि खो सकते हैं यदि वे बैकअप प्रति में शामिल नहीं हैं।","Restore the selected configurations from the backup file.
Note: This will override current configurations, e.g. new notes, highlights etc can be lost if they are not contained in the backup copy."
"T_BookmarksEmpty.Text","आपके बुकमार्क यहां दिखाई देंगे।","Find your bookmarks here."
"T_ChangeLog.Text","परिवर्तन लॉग","Change log"
"T_Credits1.Text","श्रेय","Credits"
"T_CurrentPlan.Text","वर्तमान योजना :","Current Plan :"
"T_Custom1","1. पृष्ठभूमि रंग का चयन करें","1. Select background color"
"T_Custom2","2. टेक्स्ट अग्रभूमि रंग चुनें","2. Select text foreground color"
"T_Custom3","3. रंग मोड का चयन करें","3. Select color mode"
"T_DictWebSrch1.Text","इसे देखो","Look this up"
"T_DictWebSrch2.Text","वेब पर","on the web"
"T_Downloads1.Text","अपने डाउनलोड यहाँ पाएं।","Find your downloads here."
"T_Exp.Text","प्रायोगिक","Experimental"
"T_ExpDetails.Text","ये सुविधाएँ अभी भी विकास में हैं और थोड़ी अस्थिर हो सकती हैं। आप उन्हें आज़मा सकते हैं और हमारे साथ प्रतिक्रिया साझा कर सकते हैं।","These features are still in development and might be little unstable or buggy. You can try them out and share feedback with us."
"T_ExpDetailsLink.Text","अधिक विवरण और ज्ञात समस्याएँ","More details and known issues"
"T_FavBooks.Text","पसंदीदा पुस्तकें","Favourite Books"
"T_FavEmptyMsg.Text","आपकी पसंदीदा पुस्तकें यहां दिखाई देंगी","Your favourite books would appear here"
"T_FontStyle.Text","फ़ॉन्ट शैली","Font style"
"t_For.Text","के लिए","for"
"T_GeneralSettings.Text","सामान्य सेटिंग्स","General Settings"
"T_HighEdit1.Text","टेक्स्ट हाइलाइट रंग चुनें","Select text highlight color"
"T_HighlightColor.Text","हाइलाइट रंग","Highlight color"
"T_HighNotesEmpty.Text","आपके नोट्स और हाइलाइट्स यहां दिखाई देंगे।","Find your notes and highlights here."
"T_Initializing.Text","शुरू हो रहा है","Initializing"
"T_Language.Text","भाषा","Language"
"T_LineSpace.Text","पंक्ति के बीच ख़ाली जगह","Line space"
"T_NoCollections.Text","कोई संग्रह उपलब्ध नहीं है","No Collections available"
"T_NoDefFound.Text","कोई परिभाषा नहीं मिली","No definition found"
"T_NoMatchesFound.Text","कोई मेल नहीं मिले","No matches found"
"T_NoteText.PlaceholderText","नोट टेक्स्ट लिखें","Enter note text"
"T_OBPlaceHolder.Text","ईपुस्तकें डाउनलोड करना प्रारंभ करने के लिए साइट का चयन करें","Select the site to start downloading eBooks"
"T_OnlineBooksWarn1","महत्वपूर्ण जानकारी","Important Information"
"T_OnlineBooksWarn2","हम आपके लॉगिन की निरंतरता बनाए रखने और बेहतर अनुभव प्रदान करने के लिए वेबसाइटों द्वारा उपयोग की जाने वाली कुकीज़ को सहेजते हैं।","We save the cookies used by websites to maintain continuity of your logins and provide better experience."
"T_OnlineBooksWarn3","हम यहां से खरीदारी/भुगतान करने की अनुशंसा नहीं करते हैं, कृपया इसके लिए अपने नियमित ब्राउज़र का उपयोग करें।","We don't recommend making purchases/payments from here, please use your regular browser for the same."
"T_OpeningBook.Text","पुस्तक खुल रही है","Opening Book"
"T_OpenLibrary.Text","पुस्तकालय खोलें","Open Library"
"T_PageLayout.Text","पृष्ठ विन्यास","Page layout"
"T_PageTheme.Text","पृष्ठ थीम","Page themes"
"T_ParagraphSpace.Text","अनुच्छेद के बीच ख़ाली जगह","Paragraph space"
"T_Personalization.Text","वैयक्तिकरण","Personalization"
"T_Processing.Text","प्रसंस्करण","Processing"
"T_RaPremMsg.Text","टीटीएस (टेक्स्ट-टू-स्पीच) ऑडियो नियंत्रण जिसमें पढ़ने की गति, आवाज का स्तर और वॉल्यूम शामिल हैं, केवल ऐप के प्रीमियम संस्करण में उपलब्ध हैं।","TTS (Text-to-Speech) audio controls which include reading speed, audio pitch and volume are only available in premium version of the app."
"T_ReaderSettings.Text","रीडर सेटिंग्स","Reader Settings"
"T_RecentReads.Text","हाल के पठन","Recent Reads"
"T_RmSyncFolder.Text","सिंक फ़ोल्डर निकालें","Remove Sync Folder"
"T_RmSyncFolderConf.Text","क्या आप वाकई इस सिंक किए गए फ़ोल्डर को हटाना चाहते हैं?","Are you sure you want to remove this synced folder?"
"T_RmSyncFolderMsg1.Text","किताबें निकाल रहे हैं","Removing books"
"T_SBInput.PlaceholderText","खोजें ...","Find ..."
"T_SearchBox.PlaceholderText","शीर्षक या लेखक के नाम से खोजें ...","Search by title or author name ..."
"T_Searching.Text","खोज रहे हैं","Searching"
"T_SeeMore.Text","अधिक देखें","See more"
"T_SelectFolder.Text","फ़ोल्डर का चयन करें","Select folder"
"T_Settings.Text","सेटिंग्स","Settings"
"T_SiteUrl.Text","साइट का url : ","Site url : "
"T_SomeWentWrong.Text","कुछ गलत हो गया, कृपया पुनः प्रयास करें।","Something went wrong, please try again."
"T_SpeechSpeed.Text","बोलने की गति","Speech speed"
"T_Statistics.Text","आंकड़े","Statistics"
"T_Sync_AddFolder.Text","सिंक फ़ोल्डर जोड़ें","Add sync folder"
"T_Sync_BookCount.Text","पुस्तक संख्या : ","Book count : "
"T_Sync_msg1.Text","यह Aquile Reader लाइब्रेरी और आपके स्थानीय पुस्तक संग्रह को सिंक में रखने का एक आसान तरीका प्रदान करता है।","This provides an easy way to keep the Aquile Reader library and your local book collection in sync."
"T_Sync_msg2.Text","ऐप स्टार्ट-अप पर Aquile Reader 'सिंक फोल्डर्स' से किताबों को सिंक करता है और ऐप लाइब्रेरी से स्वचालित रूप से किताबें जोड़ता/हटाता है।","Aquile Reader on app start-up syncs books from 'Sync Folders' and automatically add/remove books from the app library."
"T_Sync_SyncFolders.Text","फोल्डर सिंक करें","Sync Folders"
"T_TextAlignment.Text","पाठ संरेखण","Text alignment"
"T_TextSize.Text","पाठ का आकार","Text size"
"T_TextSizeDecrease.Text","अ-","A-"
"T_TextSizeDecrease.ToolTipService.ToolTip","घटाएं (Ctrl + -)","Decrease (Ctrl + -)"
"T_TextSizeIncrease.Text","अ+","A+"
"T_TextSizeIncrease.ToolTipService.ToolTip","बढ़ाएँ (Ctrl + +)","Increase (Ctrl + +)"
"T_Title.Text","शीर्षक : ","Title : "
"T_TocEmpty.Text","इस पुस्तक के लिए विषय सूची उपलब्ध नहीं है।","Table of contents is not available for this book."
"T_Voice.Text","वाणी","Voice"
"T_VoiceGender.Text","वाणी लिंग","Voice gender"
"T_VoicePitch.Text","आवाज का स्तर","Voice pitch"
"T_Volume.Text","वॉल्यूम","Volume"
"T_WordSpace.Text","शब्द के बीच ख़ाली जगह","Word space"
"TC_B_DarkMode.Content","डार्क मोड","Dark mode"
"TC_B_LightMode.Content","लाइट मोड","Light mode"
"TC_S_ErrMsg1","थीम का नाम 1-15 वर्णों के बीच होना चाहिए।","Theme name should be between 1-15 chars."
"TC_S_SelectAccentColor","2. एक्सेंट रंग चुनें","2. Select accent color"
"TC_S_SelectBackColor","1. पृष्ठभूमि का रंग चुनें","1. Select background color"
"TC_S_SelectColorMode","3. रंग मोड का चयन करें","3. Select color mode"
"TC_T_ThemeName.Text","4. थीम का नाम","4. Name of theme"
"TM_Author.Text","लेखक","Author"
"TM_FilePath.Text","फ़ाइल पथ","File Path"
"TM_Genre.Text","शैली","Genre"
"TM_ImportTime.Text","आयात समय","Import time"
"TM_Language.Text","भाषा","Language"
"TM_LastReadTime.Text","अंतिम पढ़ने का समय","Last read time"
"TM_None.Text","(कोई नहीं)","(None)"
"TM_Publisher.Text","प्रकाशक","Publisher"
"TM_ReadingProg.Text","पढ़ने की प्रगति","Reading progress"
"TM_Series.Text","शृंखला","Series"
"TM_SeriesNum.Text","श्रृंखला संख्या","Series Number"
"TM_Title.Text","शीर्षक","Title"
"ToggleSwitch.OffContent","निष्क्रिय","Disabled"
"ToggleSwitch.OnContent","सक्रिय","Enabled"
"S_Previous","पिछला","Previous"
"S_B_AppRestart","ऐप को पुनरारंभ करने की आवश्यकता है","App restart needed"
"S_B_AppRestartFailed","एप्लिकेशन को पुनरारंभ करने में असमर्थ, परिवर्तनों को प्रभावी करने के लिए कृपया मैन्युअल रूप से पुनरारंभ करें।","Unable to restart the app, please restart manually for changes to take effect."
"S_B_LangRestartMsg","प्रदर्शन भाषा परिवर्तन के प्रभावी होने के लिए ऐप को पुनरारंभ करना आवश्यक है। क्या आप आगे बढ़ना चाहते हैं?","App restart is required for display language change to take effect. Do you want to proceed?"
"S_B_Upgrade","अपग्रेड करें","Upgrade"
"S_B_UpgradePremMsg","Aquile Reader प्रीमियम में अपग्रेड करें!","Upgrade to Aquile Reader Premium!"
"S_Free.Text","निःशुल्क संस्करण","Free Version"
"S_Free_Msg1.Text","ऐप में विज्ञापन","Advertisements in the app"
"S_Free_Msg2.Text","अधिकतम 40 संग्रह आइटम समर्थित हैं","Max 40 collection items supported"
"S_Free_Msg3.Text","पुस्तकालय में अधिकतम 20 पुस्तकें समर्थित हैं","Max 20 books in the library"
"S_Free_Msg4.Text","कस्टम कलर योजनाएँ रीडर में समर्थित नहीं हैं","Custom color schemes not supported in the Reader"
"S_Free_Msg5.Text","केवल 1 कस्टम ऐप कलर थीम की अनुमति है","Only 1 custom app color theme allowed"
"S_Free_Msg6.Text","रीडर में सीमित संख्या में फोंट समर्थित हैं","Limited number of fonts supported in the reader"
"S_Free_Msg7.Text","सीमित टीटीएस (टेक्स्ट-टू-स्पीच) समर्थन","Limited TTS (Text-to-Speech) support"
"S_Free_Msg8.Text","केवल 1 सिंक फ़ोल्डर की अनुमति है","Only 1 sync folder allowed"
"S_Free_Msg9.Text","एक समय में अधिकतम 5 पुस्तकों को स्टार्ट स्क्रीन पर पिन किया जा सकता है","Max 5 books can be pinned to Start screen at a time"
"S_PremPage.Text","प्रीमियम संस्करण","Premium Version"
"S_PremPage_Msg1.Text","विज्ञापन मुक्त पढ़ने का अनुभव","Ad free reading experience"
"S_PremPage_Msg2.Text","संग्रह पर कोई सीमा नहीं (हाइलाइट्स, नोट्स और बुकमार्क)","No limit on collections (highlights, notes & bookmarks)"
"S_PremPage_Msg3.Text","पुस्तकालय में पुस्तकों की संख्या पर कोई सीमा नहीं है","No limit on number of books in the library"
"S_PremPage_Msg4.Text","रीडर में कस्टम कलर स्कीम उपलब्ध हैं","Custom color schemes available in the Reader"
"S_PremPage_Msg5.Text","एक से अधिक कस्टम ऐप कलर थीम के लिए समर्थन","Support for any number of custom app color themes"
"S_PremPage_Msg6.Text","सिस्टम में इंस्टॉल किए गए सभी फोंट के लिए समर्थन","Access to all fonts installed in the system"
"S_PremPage_Msg7.Text","पूर्ण टीटीएस (टेक्स्ट-टू-स्पीच) अनुभव","Full TTS (Text-to-Speech) experience"
"S_PremPage_Msg8.Text","सिंक फ़ोल्डरों की संख्या पर कोई सीमा नहीं","No limit on number of sync folders"
"S_PremPage_Msg9.Text","स्टार्ट स्क्रीन पर पिन की गई संख्या पुस्तकों की कोई सीमा नहीं","No limit on number books pinned to Start screen"
"T_HelpTranslateLink.Text","और भाषाओं में अनुवाद करने में मदद करें","Help translate to more languages"
