"Name","Value","Comment"
"T_Custom3","3.选择颜色模式","3. Select color mode"
"T_DictWebSrch1.Text","查看这个","Look this up"
"T_DictWebSrch2.Text","在网络上","on the web"
"T_Downloads1.Text","在此处查看已下载的内容","Find your downloads here."
"T_Exp.Text","实验性","Experimental"
"T_ExpDetails.Text","这些功能正在开发中，可能出现未知问题，您可以给我们提交反馈","These features are still in development and might be little unstable or buggy. You can try them out and share feedback with us."
"T_ExpDetailsLink.Text","已知更多细节和问题","More details and known issues"
"T_FavBooks.Text","收藏的图书","Favourite Books"
"T_FavEmptyMsg.Text","收藏的图书会在此显示","Your favourite books would appear here"
"T_FontStyle.Text","字体样式","Font style"
"t_For.Text","对于","for"
"T_GeneralSettings.Text","常规设置","General Settings"
"T_HighEdit1.Text","选择高亮墨迹颜色","Select text highlight color"
"T_HighlightColor.Text","高亮墨迹颜色","Highlight color"
"T_HighNotesEmpty.Text","在此处查找备注和高亮墨迹","Find your notes and highlights here."
"T_Initializing.Text","正在初始化","Initializing"
"T_Language.Text","语言","Language"
"T_LineSpace.Text","行距","Line space"
"T_NoCollections.Text","没有可用的集合","No Collections available"
"T_NoDefFound.Text","未找到定义","No definition found"
"T_NoMatchesFound.Text","未找到匹配项","No matches found"
"T_NoteText.PlaceholderText","输入备注","Enter note text"
"T_OBPlaceHolder.Text","选择一个网站下载图书","Select the site to start downloading eBooks"
"T_OnlineBooksWarn1","重要信息","Important Information"
"T_OnlineBooksWarn2","将会保存网站cookie，以便您下次使用","We save the cookies used by websites to maintain continuity of your logins and provide better experience."
"T_OnlineBooksWarn3","不建议在此 购买/付款，请使用您常用的浏览器","We don't recommend making purchases/payments from here, please use your regular browser for the same."
"T_OpeningBook.Text","打开图书","Opening Book"
"T_OpenLibrary.Text","回到主页","Open Library"
"T_PageLayout.Text","页面布局","Page layout"
"T_PageTheme.Text","页面主题","Page themes"
"T_ParagraphSpace.Text","段落间距","Paragraph space"
"T_Personalization.Text","个性化","Personalization"
"T_Processing.Text","处理","Processing"
"T_RaPremMsg.Text","朗读设置，包括阅读速度、音高和音量，仅在高级版本中可用","TTS (Text-to-Speech) audio controls which include reading speed, audio pitch and volume are only available in premium version of the app."
"T_ReaderSettings.Text","阅读器设置","Reader Settings"
"T_RecentReads.Text","最近阅读","Recent Reads"
"T_RmSyncFolder.Text","删除同步文件夹","Remove Sync Folder"
"T_RmSyncFolderConf.Text","确定删除同步文件夹？","Are you sure you want to remove this synced folder?"
"T_RmSyncFolderMsg1.Text","删除图书","Removing books"
"T_SBInput.PlaceholderText","查找...","Find ..."
"T_SearchBox.PlaceholderText","按标题或作者搜索...","Search by title or author name ..."
"T_Searching.Text","查找中","Searching"
"T_SeeMore.Text","查看更多","See more"
"T_SelectFolder.Text","选择文件夹","Select folder"
"T_Settings.Text","设置","Settings"
"T_SiteUrl.Text","网站地址：","Site url : "
"T_SomeWentWrong.Text","出现未知问题，请重试","Something went wrong, please try again."
"T_SpeechSpeed.Text","语音速度","Speech speed"
"T_Statistics.Text","统计数字","Statistics"
"T_Sync_AddFolder.Text","添加同步文件夹","Add sync folder"
"T_Sync_BookCount.Text","图书数量：","Book count : "
"T_Sync_msg1.Text","这提供了一种简单的方法来保持Aquile Reader主页的图书和您本地的图书收藏同步","This provides an easy way to keep the Aquile Reader library and your local book collection in sync."
"T_Sync_msg2.Text","启动时Aquile Reader会同步“同步文件夹”中的图书，并自动添加/删除主页中的图书","Aquile Reader on app start-up syncs books from 'Sync Folders' and automatically add/remove books from the app library."
"T_Sync_SyncFolders.Text","同步文件夹","Sync Folders"
"T_TextAlignment.Text","文本对齐方式","Text alignment"
"T_TextSize.Text","文字大小","Text size"
"T_TextSizeDecrease.Text","A-","A-"
"T_TextSizeDecrease.ToolTipService.ToolTip","减小(Ctrl + -)","Decrease (Ctrl + -)"
"T_TextSizeIncrease.Text","A+","A+"
"T_TextSizeIncrease.ToolTipService.ToolTip","增加(Ctrl + +)","Increase (Ctrl + +)"
"T_Title.Text","标题：","Title : "
"T_TocEmpty.Text","这本书没有目录","Table of contents is not available for this book."
"T_Voice.Text","声音","Voice"
"T_VoiceGender.Text","声音性别","Voice gender"
"T_VoicePitch.Text","音高","Voice pitch"
"T_Volume.Text","音量","Volume"
"T_WordSpace.Text","字间距","Word space"
"TC_B_DarkMode.Content","深色模式","Dark mode"
"TC_B_LightMode.Content","浅色模式","Light mode"
"TC_S_ErrMsg1","主题名应在1~15字时间","Theme name should be between 1-15 chars."
"TC_S_SelectAccentColor","2.选择强调色","2. Select accent color"
"TC_S_SelectBackColor","1.选择背景色","1. Select background color"
"TC_S_SelectColorMode","3.选择颜色模式","3. Select color mode"
"TC_T_ThemeName.Text","4.主题名称","4. Name of theme"
"TM_Author.Text","著者","Author"
"TM_FilePath.Text","文件路径","File Path"
"TM_Genre.Text","体裁","Genre"
"TM_ImportTime.Text","导入时间","Import time"
"TM_Language.Text","语言","Language"
"TM_LastReadTime.Text","上次阅读时间","Last read time"
"TM_None.Text","(空)","(None)"
"TM_Publisher.Text","出版商","Publisher"
"TM_ReadingProg.Text","阅读进度","Reading progress"
"TM_Series.Text","系列","Series"
"TM_SeriesNum.Text","系列号","Series Number"
"TM_Title.Text","标题","Title"
"ToggleSwitch.OffContent","禁用","Disabled"
"ToggleSwitch.OnContent","启用","Enabled"
"S_Previous","上一个","Previous"
"S_B_AppRestart","需要重新启动","App restart needed"
"S_B_AppRestartFailed","无法自动重新启动，请手动重新启动应用程序以生效","Unable to restart the app, please restart manually for changes to take effect."
"S_B_LangRestartMsg","更改语言需要重新启动，确定吗？","App restart is required for display language change to take effect. Do you want to proceed?"
"S_B_Upgrade","升级","Upgrade"
"S_B_UpgradePremMsg","升级到高级版！","Upgrade to Aquile Reader Premium!"
"S_Free.Text","免费版","Free Version"
"S_Free_Msg1.Text","应用程序中的广告","Advertisements in the app"
"S_Free_Msg2.Text","最多收藏40个项目","Max 40 collection items supported"
"S_Free_Msg3.Text","主页最多20本书","Max 20 books in the library"
"S_Free_Msg4.Text","阅读器不支持自定义配色方案","Custom color schemes not supported in the Reader"
"S_Free_Msg5.Text","只允许一个自定义主题","Only 1 custom app color theme allowed"
"S_Free_Msg6.Text","阅读器支持的字体数量有限","Limited number of fonts supported in the reader"
"S_Free_Msg7.Text","有限的支持","Limited TTS (Text-to-Speech) support"
"S_Free_Msg8.Text","只能同步一个文件夹","Only 1 sync folder allowed"
"S_Free_Msg9.Text","最多固定五本书到“开始”屏幕","Max 5 books can be pinned to Start screen at a time"
"S_PremPage.Text","高级版","Premium Version"
"S_PremPage_Msg1.Text","无广告","Ad free reading experience"
"S_PremPage_Msg2.Text","收藏不受限制（高亮墨迹、笔记和书签）","No limit on collections (highlights, notes & bookmarks)"
"S_PremPage_Msg3.Text","主页的图书数量不受限制","No limit on number of books in the library"
"S_PremPage_Msg4.Text","自定义配色方案","Custom color schemes available in the Reader"
"S_PremPage_Msg5.Text","支持任意数量的自定义颜色主题","Support for any number of custom app color themes"
"S_PremPage_Msg6.Text","使用系统中的所有字体","Access to all fonts installed in the system"
"S_PremPage_Msg7.Text","完整的朗读体验","Full TTS (Text-to-Speech) experience"
"S_PremPage_Msg8.Text","同步不受到限制","No limit on number of sync folders"
"S_PremPage_Msg9.Text","不限制固定到“开始”屏幕的图书数量","No limit on number books pinned to Start screen"
"T_HelpTranslateLink.Text","帮助我们翻译软件","Help translate to more languages"
